Scientific Name,Common Name,Species Type,IUCN Red List Category,Reason For Change,Year
Hemidactylus smithi,Smith's Leaf-toed Gecko,Reptile,LC,N,2021-1
Hemiphyllodactylus aurantiacus,Yercaud Slender Gecko,Reptile,CR,N,2021-3
Heosemys annandalii,Yellow-headed Temple Turtle,Reptile,CR,N,2021-1
Heosemys grandis,Giant Asian Pond Turtle,Reptile,CR,G,2021-2
Hypnale nepa,Sri Lanka Humpnose Viper,Reptile,EN,N,2021-3
Indotestudo forstenii,Forsten's Tortoise,Reptile,CR,G,2021-2
Indotyphlops schmutzi,Schmutz's Worm Snake,Reptile,LC,N,2021-3
Japalura dasi,Agaupani Mountain Lizard,Reptile,VU,N,2021-3
Kinixys homeana,Home's Hinge-back Tortoise,Reptile,CR,G,2021-2
Lankascincus deignani,Deignan Tree Skink,Reptile,CR,N,2021-3
Lankascincus taprobanensis,Ceylon Tree Skink,Reptile,EN,N,2021-3
Larutia sumatrensis,,Reptile,LC,N,2021-3
Lepidodactylus flaviocularis,Yellow-eyed Gecko,Reptile,CR,N,2021-3
Lepidodactylus gardineri,Rotuma Forest Gecko,Reptile,CR,N,2021-3
Lepidodactylus oligoporus,Mortlock Islands Scaly-toed Gecko,Reptile,CR,N,2021-3
Lepidodactylus paurolepis,Seventy Islands-Gecko,Reptile,VU,N,2021-3
Leposternon scutigerum,Shielded Worm Lizard,Reptile,EN,N,2021-3
Leptosiaphos rhodurus,Red Five-toed Skink,Reptile,LC,N,2021-2
Letheobia feae,St. Thomas' Beaked Snake,Reptile,DD,N,2021-2
Letheobia stejnegeri,Stejneger's Beaked Snake,Reptile,LC,N,2021-1
Liolaemus lutzae,,Reptile,CR,N,2021-3
Liopeltis rappi,Himalayan Stripe-necked Snake,Reptile,LC,N,2021-3
Lipinia infralineolata,,Reptile,VU,G,2021-3
Lissemys punctata,Indian Flapshell Turtle,Reptile,VU,N,2021-1
Lissemys scutata,Burmese Flapshell Turtle,Reptile,LC,N,2021-1
Luperosaurus joloensis,Jolo Flapped-legged Gecko,Reptile,DD,N,2021-3
Luperosaurus kubli,,Reptile,LC,N,2021-3
Luperosaurus macgregori,Mcgregor's Flapped-legged Gecko,Reptile,NT,N,2021-3
Lycophidion acutirostre,Mozambique Wolf Snake,Reptile,DD,N,2021-2
Lyriocephalus scutatus,Lyre Head Lizard,Reptile,VU,G,2021-3
Malayemys subtrijuga,Mekong Snail-eating Turtle,Reptile,NT,N,2021-1
Manouria impressa,Impressed Tortoise,Reptile,EN,G,2021-2
Marmorosphax montana,Montane Marble-throated Skink,Reptile,EN,N,2021-2
Marmorosphax taom,,Reptile,EN,N,2021-2
Mauremys mutica,Yellow Pond Turtle,Reptile,CR,G,2021-2
Mauremys sinensis,Chinese Stripe-necked Turtle,Reptile,CR,G,2021-2
Microauris aurantolabium,Orange-lipped Forest Lizard,Reptile,EN,N,2021-3
Monopeltis guentheri,Western Congo Worm Lizard,Reptile,LC,N,2021-2
Monopeltis jugularis,Gaboon Worm Lizard,Reptile,LC,N,2021-2
Morenia ocellata,Burmese Eyed Turtle,Reptile,EN,G,2021-1
Morenia petersi,Indian Eyed Turtle,Reptile,EN,G,2021-1
Naja oxiana,Central Asian Cobra,Reptile,NT,N,2021-3
Nannoscincus rankini,Rankin's Dwarf Skink,Reptile,CR,N,2021-2
Nilssonia formosa,Burmese Peacock Softshell,Reptile,CR,N,2021-1
Nilssonia gangetica,Indian Softshell Turtle,Reptile,EN,G,2021-1
Nilssonia hurum,Indian Peacock Softshell Turtle,Reptile,EN,G,2021-1
Nilssonia leithii,Leith's Softshell Turtle,Reptile,CR,G,2021-1
Nilssonia nigricans,Black Softshell Turtle,Reptile,CR,N,2021-1
Oedodera marmorata,Marbled Gecko,Reptile,EN,N,2021-2
Oligodon calamarius,,Reptile,EN,N,2021-3
Oligodon erythrorhachis,Namsang Kukri Snake,Reptile,VU,N,2021-3
Oligodon forbesi,Forbes' Kukri Snake,Reptile,NT,N,2021-3
Oligodon sublineatus,Duméril's Kukri Snake,Reptile,VU,N,2021-3
Oligodon unicolor,,Reptile,NT,N,2021-3
Oligosoma infrapunctatum,Speckled Skink,Reptile,CR(PE),N,2021-2
Oligosoma notosaurus,Southern Skink,Reptile,LC,N,2021-2
Palea steindachneri,Wattle-necked Softshell Turtle,Reptile,CR,G,2021-1
Pamelaescincus gardineri,Gardiner's Burrowing Skink,Reptile,NT,G,2021-3
Panaspis annobonensis,Annobon Lidless Skink,Reptile,DD,N,2021-2
Panaspis cabindae,Cabinda Lidless Skink,Reptile,LC,N,2021-2
Pangshura sylhetensis,Assam Roofed Turtle,Reptile,CR,G,2021-1
Pangshura tecta,Indian Roofed Turtle,Reptile,VU,N,2021-1
Paniegekko madjo,High Elevation Bavayia,Reptile,EN,G,2021-2
Paroedura sanctijohannis,Comoro Ground Gecko,Reptile,VU,N,2021-3
Pelochelys cantorii,Asian Giant Softshell Turtle,Reptile,CR,N,2021-2
Phasmasaurus maruia,Maruia Maquis Skink,Reptile,VU,N,2021-2
Phelsuma comorensis,Comoros Day Gecko,Reptile,NT,N,2021-3
Phelsuma robertmertensi,Robert Mertens' Day Gecko,Reptile,NT,N,2021-3
Phoboscincus bocourti,Bocourtâ€TMs Terrific Skink,Reptile,CR,N,2021-2
Platysaurus imperator,Imperial Flat Lizard,Reptile,NT,N,2021-2
Platysternon megacephalum,Big-headed Turtle,Reptile,CR,G,2021-2
Pseuderemias striatus,Peters' Sand Lizard,Reptile,LC,N,2021-1
Ptyas dipsas,Sulawesi Black Racer,Reptile,LC,N,2021-3
Python regius,Ball Python,Reptile,NT,N,2021-2
Rhabdophis ceylonensis,Sri Lankan Keelback,Reptile,EN,N,2021-3
Rhabdops olivaceus,Olive Forest Snake,Reptile,NT,N,2021-3
Rhacodactylus trachyrhynchus,Rough-snouted Giant Gecko,Reptile,VU,N,2021-2
Rhampholeon chapmanorum,Chapman's Pygmy Chameleon,Reptile,CR,N,2021-1
Rhinophis drummondhayi,Drummond-hay's Earth Snake,Reptile,EN,N,2021-2
Rhinophis oxyrhynchus,Schneider's Earth Snake,Reptile,DD,N,2021-2
Ristella rurkii,Rurk's Ristella,Reptile,NT,N,2021-2
Sacalia quadriocellata,Four-eyed Turtle,Reptile,CR,G,2021-1
Scincopus fasciatus,Peters' Banded Skink,Reptile,LC,N,2021-1
Siebenrockiella crassicollis,Black Marsh Turtle,Reptile,EN,G,2021-2
Sigaloseps deplanchei,Deplanche's Shiny Skink,Reptile,LC,N,2021-2
Sigaloseps ruficauda,Red-tailed Shiny Skink,Reptile,CR,N,2021-2
Sphenomorphus tropidonotus,,Reptile,EN,G,2021-3
Trachischium guentheri,Gunther's Oriental Worm Snake,Reptile,VU,N,2021-3
Trachylepis bayonii,Bayon's Skink,Reptile,LC,N,2021-2
Tropidonophis punctiventris,Halmahera Keelback,Reptile,EN,N,2021-3
Tropidophis hendersoni,Cuban Khaki Trope,Reptile,EN,N,2021-2
Tropidophorus laotus,Laotian Water Skink,Reptile,EN,G,2021-3
Tropidurus erythrocephalus,,Reptile,VU,N,2021-3
Tropidurus psammonastes,,Reptile,EN,N,2021-3
Urocotyledon weileri,Weiler's Gecko,Reptile,EN,N,2021-1
Uropeltis arcticeps,Tirunelveli Earth Snake,Reptile,DD,N,2021-2
Uropeltis ceylanica,Cuvier's Shieldtail,Reptile,DD,N,2021-2
Varanus flavescens,Yellow Monitor,Reptile,EN,G,2021-2
Varanus komodoensis,Komodo Dragon,Reptile,EN,G,2021-2
Xenocalamus michellii,Michell's Quill-snouted Snake,Reptile,LC,N,2021-1
Zygaspis kafuensis,,Reptile,LC,N,2021-2
Allobates algorei,Spotted Nurse Frog,Amphibian,NT,G,2021-1
Allobates chalcopis,Martinique Volcano Frog,Amphibian,CR,G,2021-1
Alytes maurus,Moroccan Midwife Toad,Amphibian,EN,G,2021-3
Amolops archotaphus,Doi Inthanon Rock Frog,Amphibian,DD,N,2021-1
Anomaloglossus praderioi,Sapito Niñera De Praderio,Amphibian,EN,N,2021-1
Anomaloglossus roraima,Sapito Ninera Del Roraima,Amphibian,EN,N,2021-1
Ansonia siamensis,Siamese Stream Toad,Amphibian,EN,N,2021-3
Barbarophryne brongersmai,Brongersma's Toad,Amphibian,LC,N,2021-3
Boulengerula denhardti,Denhardt's Caecilian,Amphibian,CR,N,2021-3
Bufo cryptotympanicus,Cryptotympanum Toad,Amphibian,LC,N,2021-3
Cynops ensicauda,Sword-tailed Newt,Amphibian,VU,N,2021-1
Cynops pyrrhogaster,Japanese Fire-bellied Newt,Amphibian,NT,G,2021-1
Dendropsophus pelidna,Betania Treefrog,Amphibian,NT,G,2021-1
Echinotriton andersoni,Anderson's Crocodile Newt,Amphibian,VU,N,2021-1
Eleutherodactylus alticola,Jamaican Peak Frog,Amphibian,CR,N,2021-1
Eleutherodactylus cooki,Cave Coqui,Amphibian,EN,N,2021-1
Eleutherodactylus cundalli,Cundall's Robber Frog,Amphibian,VU,N,2021-1
Eleutherodactylus fuscus,Jamaican Ear-spotted Frog,Amphibian,EN,N,2021-1
Eleutherodactylus glaucoreius,Blue Mountain Rockfrog,Amphibian,EN,N,2021-1
Eleutherodactylus gossei,Jamaican Forest Frog,Amphibian,VU,N,2021-1
Eleutherodactylus griphus,Cockpit Frog,Amphibian,EN,N,2021-1
Eleutherodactylus gryllus,Cricket Coqui,Amphibian,CR,G,2021-1
Eleutherodactylus jamaicensis,Jamaican Bromeliad Frog,Amphibian,CR,N,2021-1
Eleutherodactylus jasperi,Golden Coqui,Amphibian,CR(PE),N,2021-1
Eleutherodactylus locustus,Locust Coqui,Amphibian,EN,N,2021-1
Eleutherodactylus pantoni,Jamaican Yellow-bellied Frog,Amphibian,VU,N,2021-1
Eleutherodactylus pentasyringos,John Crow Yellow-bellied Frog,Amphibian,EN,N,2021-1
Eleutherodactylus richmondi,Richmond's Coqui,Amphibian,EN,N,2021-1
Eleutherodactylus rogersi,Bahamian Flat-headed Frog,Amphibian,LC,N,2021-1
Eleutherodactylus unicolor,Dwarf Coqui,Amphibian,CR,N,2021-1
Gastrotheca helenae,Helena's Marsupial Frog,Amphibian,EN,N,2021-1
Gracixalus ananjevae,Ananjeva Asian Treefrog,Amphibian,LC,N,2021-3
Gracixalus carinensis,Karin Hills Bushfrog,Amphibian,DD,N,2021-3
Gracixalus quyeti,Quyet's Treefrog,Amphibian,VU,N,2021-3
Hynobius abei,Abe's Salamander,Amphibian,EN,N,2021-1
Hynobius amjiensis,Amji Hynobiid,Amphibian,EN,N,2021-3
Hynobius arisanensis,Arisan Hynobiid,Amphibian,EN,N,2021-3
Hynobius boulengeri,Odaigahara Salamander,Amphibian,EN,N,2021-1
Hynobius dunni,Dunn's Oriental Salamander,Amphibian,VU,N,2021-1
Hynobius guabangshanensis,Guabangshan Hynobiid,Amphibian,CR,N,2021-3
Hynobius katoi,Akaishi Salamander,Amphibian,EN,N,2021-1
Hynobius naevius,Blotched Salamander,Amphibian,EN,N,2021-1
Hynobius okiensis,Oki Salamander,Amphibian,EN,N,2021-1
Hynobius stejnegeri,Smaller Blotched Salamander,Amphibian,NT,N,2021-1
Hynobius tsuensis,Tsushima Salamander,Amphibian,NT,G,2021-3
Hyperolius cystocandicans,Tigoni Reed Frog,Amphibian,EN,G,2021-3
Hyperolius sheldricki,Sheldrick's Reed Frog,Amphibian,DD,N,2021-3
Ichthyophis kohtaoensis,Koa Tao Island Caecilian,Amphibian,DD,N,2021-3
Leptobrachella fuliginosa,,Amphibian,LC,N,2021-3
Leptobrachella sola,Hala Bala Litter Toad,Amphibian,LC,N,2021-3
Leptobrachium buchardi,Buchard’s Spadefoot Toad,Amphibian,EN,N,2021-3
Leptobrachium xanthospilum,Yellow-spotted Spadefood Toad,Amphibian,EN,N,2021-3
Mannophryne cordilleriana,Andean Collared Frog,Amphibian,VU,N,2021-1
Megophrys gerti,Gert's Mountain Toad,Amphibian,EN,N,2021-3
Megophrys hansi,,Amphibian,LC,N,2021-3
Megophrys longipes,Malacca Spadefoot Toad,Amphibian,LC,N,2021-3
Melanophryniscus krauczuki,,Amphibian,LC,N,2021-3
Micryletta erythropoda,Mada Paddy Frog,Amphibian,LC,N,2021-3
Odorrana aureola,Gold-flanked Odorous Frog,Amphibian,LC,N,2021-3
Odorrana bolavensis,Bolaven Odorous Frog,Amphibian,EN,N,2021-3
Odorrana gigatympana,Big-eared Odorous Frog,Amphibian,LC,N,2021-3
Odorrana trankieni,Trankien Frog,Amphibian,NT,N,2021-3
Oreolalax sterlingae,Sterling's Toothed Toad,Amphibian,EN,N,2021-3
Osteopilus crucialis,Jamaican Snoring Frog,Amphibian,VU,N,2021-1
Osteopilus ocellatus,Jamaican Laughing Frog,Amphibian,NT,N,2021-1
Osteopilus wilderi,Jamaican Green Treefrog,Amphibian,VU,N,2021-1
Peltophryne lemur,Puerto Rican Crested Toad,Amphibian,EN,G,2021-1
Philautus abditus,Buon Luoi Shrub Frog,Amphibian,LC,N,2021-3
Phrynobatrachus irangi,Irangi Puddle Frog,Amphibian,CR,N,2021-3
Pleurodeles nebulosus,Algerian Ribbed Newt,Amphibian,LC,N,2021-3
Pristimantis anolirex,Santander Robber Frog,Amphibian,VU,N,2021-1
Pristimantis briceni,,Amphibian,EN,G,2021-1
Pristimantis colostichos,Los Conejos Short-banded Paramo Frog,Amphibian,EN,N,2021-1
Pristimantis culatensis,La Culata’s Paramo Frog,Amphibian,EN,N,2021-1
Pristimantis euphronides,Grenada Frog,Amphibian,CR,N,2021-1
Pristimantis flabellidiscus,Los Aranguren Paramo Frog,Amphibian,VU,N,2021-1
Pristimantis jabonensis,Jabon Paramo Frog,Amphibian,VU,N,2021-1
Pristimantis kareliae,,Amphibian,CR,G,2021-1
Pristimantis pedimontanus,,Amphibian,VU,N,2021-1
Pristimantis rhigophilus,,Amphibian,VU,N,2021-1
Pristimantis telefericus,Merida Cable Car Frog,Amphibian,CR,N,2021-1
Pristimantis thyellus,,Amphibian,CR,N,2021-1
Pseudophilautus abundus,Labungama Shrub Frog,Amphibian,EN,N,2021-3
Pseudophilautus pleurotaenia,Side-striped Shrub Frog,Amphibian,VU,N,2021-3
Pseudophilautus reticulatus,,Amphibian,VU,N,2021-3
Pulchrana banjarana,Highland Swamp Frog,Amphibian,LC,N,2021-3
Quasipaa fasciculispina,Thai Paa Frog,Amphibian,LC,N,2021-3
Rana tsushimensis,Tsushima Brown Frog,Amphibian,NT,G,2021-1
Rhacophorus hoanglienensis,Hoanglien Frog,Amphibian,LC,N,2021-3
Scinax manriquei,Manrique Snouted Treefrog,Amphibian,NT,G,2021-1
Scutiger ningshanensis,Ningshan Lazy Toad,Amphibian,LC,N,2021-3
Sylvirana mortenseni,Koh Chang Island Frog,Amphibian,LC,N,2021-3
Tachiramantis lentiginosus,Guacharaquita Robber Frog,Amphibian,EN,N,2021-1
Tepuihyla rodriguezi,Rodriguez's Amazon Treefrog,Amphibian,NT,N,2021-1
Theloderma laeve,Smooth Bug-eyed Frog,Amphibian,LC,N,2021-3
Theloderma truongsonense,Truong Son Bug-eyed Frog,Amphibian,LC,N,2021-3
Tylototriton verrucosus,Crocodile Newt,Amphibian,NT,N,2021-3
Tylototriton vietnamensis,Vietnamese Crocodile Newt,Amphibian,VU,N,2021-3
Zhangixalus hui,,Amphibian,LC,N,2021-1
Zhangixalus jarujini,,Amphibian,LC,N,2021-3
Zhangixalus minimus,Minimal Treefrog,Amphibian,NT,N,2021-3
Zhangixalus nigropunctatus,,Amphibian,LC,N,2021-3
Zhangixalus owstoni,Owston's Green Tree Frog,Amphibian,NT,N,2021-1
Zhangixalus taipeianus,Taipei Flying Frog,Amphibian,VU,N,2021-3
Zhangixalus yaoshanensis,,Amphibian,NT,G,2021-1
Acestrorhynchus maculipinna,,Bony Fish,DD,N,2021-1
Alosa alabamae,Alabama Shad,Bony Fish,NT,N,2021-1
Ancylopsetta kumperae,Foureyed Flounder,Bony Fish,LC,N,2021-1
Barbodes cataractae,,Bony Fish,CR(PE),N,2021-2
Barbodes manguaoensis,,Bony Fish,CR,N,2021-2
Belobranchus belobranchus,Throatspine Gudgeon,Bony Fish,LC,N,2021-1
Boesemania microlepis,Smallscale Croaker,Bony Fish,DD,N,2021-1
Boroda expatria,,Bony Fish,CR,N,2021-2
Clarias macrocephalus,Broadhead Catfish,Bony Fish,DD,N,2021-2
Cyclocheilichthys schoppeae,Schoppe's Barb,Bony Fish,EN,N,2021-2
Cynoscion acoupa,Acoupa Weakfish,Bony Fish,VU,G,2021-1
Gambusia dominicensis,Domingo Mosquito Fish,Bony Fish,DD,N,2021-1
Glossogobius hoesei,Hoese's Goby,Bony Fish,EN,N,2021-1
Hampala lopezi,,Bony Fish,EN,N,2021-2
Laeops kitaharae,Kithara's Flounder,Bony Fish,LC,N,2021-1
Lentipes venustus,Venus Goby,Bony Fish,LC,N,2021-1
Lucifuga dentata,Toothed Cuban Cusk-Eel,Bony Fish,EN,N,2021-1
Lucifuga subterranea,Pez Ciego,Bony Fish,EN,N,2021-1
Meiacanthus anema,Threadless Blenny,Bony Fish,LC,N,2021-1
Mistichthys luzonensis,,Bony Fish,VU,N,2021-2
Mogurnda lineata,Kokoda Mogurnda,Bony Fish,EN,N,2021-1
Mogurnda orientalis,Eastern Mogurnda,Bony Fish,EN,N,2021-1
Mugilogobius fusculus,Obscure Mangrove Goby,Bony Fish,LC,N,2021-1
Omox biporos,Omox Blenny,Bony Fish,LC,N,2021-1
Oxyeleotris wisselensis,Paniai Gudgeon,Bony Fish,EN,N,2021-1
Pandaka pygmaea,Dwarf Pygmy Goby,Bony Fish,DD,N,2021-2
Rasbora baliensis,,Bony Fish,LC,N,2021-1
Rasbora everetti,,Bony Fish,LC,N,2021-2
Rasbora philippina,Mindanao Rasbora,Bony Fish,NT,N,2021-2
Rasbora taytayensis,,Bony Fish,VU,N,2021-2
Redigobius oyensi,Oyens Goby,Bony Fish,LC,N,2021-1
Samariscus huysmani,Huysman's Righteye Flounder,Bony Fish,LC,N,2021-2
Stenogobius psilosinionus,Barcheek Goby,Bony Fish,LC,N,2021-1
Sympterichthys unipennis,Smooth Handfish,Bony Fish,DD,N,2021-3
Thunnus alalunga,Albacore Tuna,Bony Fish,LC,G,2021-2
Thunnus albacares,Yellowfin Tuna,Bony Fish,LC,G,2021-2
Thunnus maccoyii,Southern Bluefin Tuna,Bony Fish,EN,G,2021-2
Thunnus orientalis,Pacific Bluefin Tuna,Bony Fish,NT,N,2021-2
Thunnus thynnus,Atlantic Bluefin Tuna,Bony Fish,LC,G,2021-2
Totoaba macdonaldi,Totoaba,Bony Fish,VU,N,2021-2
Trichomycterus sandovali,Laucha,Bony Fish,VU,N,2021-3
Trichomycterus santanderensis,,Bony Fish,CR,N,2021-3
Trichomycterus sketi,,Bony Fish,VU,N,2021-3
Trichomycterus uisae,Trepador,Bony Fish,VU,N,2021-3
Aetobatus narinari,Whitespotted Eagle Ray,Shark/Ray,EN,N,2021-1
Aetomylaeus bovinus,Duckbill Eagle Ray,Shark/Ray,CR,N,2021-1
Amblyraja frerichsi,Thickbody Skate,Shark/Ray,VU,N,2021-2
Apristurus fedorovi,Stout Catshark,Shark/Ray,LC,N,2021-1
Apristurus japonicus,Japanese Catshark,Shark/Ray,LC,N,2021-1
Apristurus macrorhynchus,Flathead Catshark,Shark/Ray,LC,N,2021-1
Atelomycterus baliensis,Bali Catshark,Shark/Ray,LC,N,2021-2
Bathyraja hesperafricana,West African Skate,Shark/Ray,LC,N,2021-2
Bathytoshia lata,Brown Stingray,Shark/Ray,VU,N,2021-2
Brevitrygon imbricata,Bengal Whipray,Shark/Ray,VU,N,2021-1
Carcharhinus acronotus,Blacknose Shark,Shark/Ray,EN,G,2021-1
Carcharhinus amblyrhynchoides,Graceful Shark,Shark/Ray,VU,N,2021-2
Carcharhinus amboinensis,Pigeye Shark,Shark/Ray,VU,N,2021-2
Carcharhinus borneensis,Borneo Shark,Shark/Ray,CR,N,2021-2
Carcharhinus hemiodon,Pondicherry Shark,Shark/Ray,CR,N,2021-1
Carcharhinus isodon,Finetooth Shark,Shark/Ray,NT,N,2021-1
Carcharhinus leucas,Bull Shark,Shark/Ray,VU,N,2021-2
Carcharhinus limbatus,Blacktip Shark,Shark/Ray,VU,N,2021-2
Carcharhinus perezi,Caribbean Reef Shark,Shark/Ray,EN,G,2021-1
Carcharhinus plumbeus,Sandbar Shark,Shark/Ray,EN,N,2021-2
Carcharhinus sealei,Blackspot Shark,Shark/Ray,VU,N,2021-2
Carcharhinus signatus,Night Shark,Shark/Ray,EN,G,2021-1
Carcharias taurus,Sand Tiger Shark,Shark/Ray,CR,N,2021-2
Centrophorus tessellatus,Mosaic Gulper Shark,Shark/Ray,EN,N,2021-1
Centroscyllium excelsum,Highfin Dogfish,Shark/Ray,NT,N,2021-1
Centroscyllium ritteri,Whitefin Dogfish,Shark/Ray,LC,N,2021-1
Cephaloscyllium sarawakensis,Sarawak Pygmy Swell Shark,Shark/Ray,CR,N,2021-2
Cirrhoscyllium japonicum,Saddled Carpetshark,Shark/Ray,LC,N,2021-1
Dasyatis marmorata,Marbled Stingray,Shark/Ray,NT,N,2021-2
Dasyatis pastinaca,Common Stingray,Shark/Ray,VU,N,2021-2
Dipturus doutrei,Javelin Skate,Shark/Ray,LC,N,2021-2
Dipturus gigas,Giant Skate,Shark/Ray,NT,N,2021-1
Dipturus macrocauda,Bigtail Skate,Shark/Ray,NT,N,2021-1
Dipturus tengu,Acutenose Skate,Shark/Ray,NT,N,2021-1
Etmopterus polli,African Lanternshark,Shark/Ray,LC,N,2021-2
Etmopterus spinax,Velvet Belly Lanternshark,Shark/Ray,VU,N,2021-2
Fontitrygon garouaensis,Smooth Stingray,Shark/Ray,CR,N,2021-2
Fontitrygon margarita,Daisy Whipray,Shark/Ray,VU,N,2021-2
Fontitrygon margaritella,Pearl Whipray,Shark/Ray,NT,N,2021-2
Fontitrygon ukpam,Thorny Whipray,Shark/Ray,CR,N,2021-2
Galeus longirostris,Longnose Sawtail Catshark,Shark/Ray,LC,N,2021-1
Galeus nipponensis,Broadfin Sawtail Catshark,Shark/Ray,LC,N,2021-1
Galeus polli,African Sawtail Catshark,Shark/Ray,VU,N,2021-2
Ginglymostoma cirratum,Atlantic Nurse Shark,Shark/Ray,VU,N,2021-1
Glyphis garricki,Northern River Shark,Shark/Ray,VU,N,2021-2
Glyphis glyphis,Speartooth Shark,Shark/Ray,VU,N,2021-2
Gymnura altavela,Spiny Butterfly Ray,Shark/Ray,EN,N,2021-1
Gymnura japonica,Japanese Butterfly Ray,Shark/Ray,VU,N,2021-1
Gymnura micrura,Smooth Butterfly Ray,Shark/Ray,NT,N,2021-1
Gymnura poecilura,Longtail Butterfly Ray,Shark/Ray,VU,N,2021-1
Gymnura tentaculata,Tentacled Butterfly Ray,Shark/Ray,CR,N,2021-1
Gymnura zonura,Zonetail Butterfly Ray,Shark/Ray,EN,N,2021-1
Hemitriakis japanica,Japanese Topeshark,Shark/Ray,EN,G,2021-1
Hemitriakis leucoperiptera,Whitefin Topeshark,Shark/Ray,CR,N,2021-2
Hemitrygon fluviorum,Estuary Stingray,Shark/Ray,NT,N,2021-2
Hemitrygon izuensis,Izu Stingray,Shark/Ray,VU,N,2021-1
Himantura uarnak,Coach Whipray,Shark/Ray,EN,N,2021-2
Hypanus rudis,Smalltooth Stingray,Shark/Ray,CR,N,2021-2
Leptocharias smithii,Barbeled Houndshark,Shark/Ray,VU,N,2021-2
Leucoraja leucosticta,Whitedapple Skate,Shark/Ray,NT,N,2021-2
Loxodon macrorhinus,Sliteye Shark,Shark/Ray,NT,N,2021-2
Mustelus asterias,Starry Smoothhound,Shark/Ray,NT,G,2021-1
Mustelus mustelus,Common Smoothhound,Shark/Ray,EN,N,2021-2
Mustelus norrisi,Narrowfin Smoothhound,Shark/Ray,NT,N,2021-1
Mustelus punctulatus,Blackspotted Smoothhound,Shark/Ray,VU,N,2021-1
Mustelus sinusmexicanus,Gulf of Mexico Smoothhound,Shark/Ray,LC,N,2021-1
Mustelus widodoi,Whitefin Smoothhound,Shark/Ray,VU,N,2021-2
Myliobatis aquila,Common Eagle Ray,Shark/Ray,CR,N,2021-1
Myliobatis tobijei,Japanese Eagle Ray,Shark/Ray,VU,N,2021-1
Narcine atzi,Oman Numbfish,Shark/Ray,VU,N,2021-2
Narcine prodorsalis,Tonkin Numbfish,Shark/Ray,EN,N,2021-2
Narcine timlei,Brown Numbfish,Shark/Ray,VU,N,2021-2
Narke dipterygia,Spottail Sleeper Ray,Shark/Ray,VU,N,2021-2
Negaprion acutidens,Sharptooth Lemon Shark,Shark/Ray,EN,N,2021-2
Negaprion brevirostris,Lemon Shark,Shark/Ray,VU,N,2021-1
Neoraja africana,West African Dwarf Skate,Shark/Ray,LC,N,2021-2
Okamejei acutispina,Sharpspine Skate,Shark/Ray,VU,N,2021-1
Okamejei kenojei,Spiny Skate,Shark/Ray,VU,N,2021-1
Okamejei meerdervoortii,Bigeye Skate,Shark/Ray,VU,N,2021-1
Okamejei schmidti,Browneye Skate,Shark/Ray,VU,N,2021-1
Oxynotus centrina,Angular Roughshark,Shark/Ray,EN,N,2021-2
Oxynotus japonicus,Japanese Roughshark,Shark/Ray,VU,N,2021-1
Oxynotus paradoxus,Sailfin Roughshark,Shark/Ray,VU,N,2021-2
Paragaleus pectoralis,Atlantic Weasel Shark,Shark/Ray,EN,N,2021-2
Paragaleus randalli,Slender Weasel Shark,Shark/Ray,VU,N,2021-2
Parmaturus pilosus,Salamander Catshark,Shark/Ray,LC,N,2021-1
Pastinachus ater,Broad Cowtail Ray,Shark/Ray,VU,N,2021-1
Pateobatis hortlei,Hortle's Whipray,Shark/Ray,NT,N,2021-2
Platyrhina sinensis,Chinese Fanray,Shark/Ray,EN,N,2021-1
Raja straeleni,Biscuit Skate,Shark/Ray,NT,N,2021-2
Rajella sadowskii,Brazilian Skate,Shark/Ray,LC,N,2021-2
Rhinobatos albomaculatus,Whitespotted Guitarfish,Shark/Ray,CR,G,2021-1
Rhinobatos annandalei,Bengal Guitarfish,Shark/Ray,CR,N,2021-2
Rhinobatos irvinei,Spineback Guitarfish,Shark/Ray,CR,G,2021-1
Rhinobatos jimbaranensis,Jimbaran Guitarfish,Shark/Ray,CR,N,2021-2
Rhinobatos lionotus,Smoothback Guitarfish,Shark/Ray,CR,N,2021-2
Rhinobatos penggali,Indonesian Guitarfish,Shark/Ray,EN,N,2021-2
Rhinobatos rhinobatos,Common Guitarfish,Shark/Ray,CR,G,2021-1
Rhinobatos schlegelii,Brown Guitarfish,Shark/Ray,CR,N,2021-1
Rhinoptera javanica,Javanese Cownose Ray,Shark/Ray,EN,N,2021-2
Rhinoptera marginata,Lusitanian Cownose Ray,Shark/Ray,CR,G,2021-2
Rhizoprionodon oligolinx,Grey Sharpnose Shark,Shark/Ray,NT,N,2021-2
Rhizoprionodon porosus,Caribbean Sharpnose Shark,Shark/Ray,VU,N,2021-1
Scyliorhinus stellaris,Nursehound,Shark/Ray,VU,N,2021-2
Scymnodon ichiharai,Japanese Velvet Dogfish,Shark/Ray,VU,N,2021-1
Somniosus pacificus,Pacific Sleeper Shark,Shark/Ray,NT,N,2021-2
Squalus brevirostris,Japanese Shortnose Spurdog,Shark/Ray,EN,N,2021-1
Squatina japonica,Japanese Angelshark,Shark/Ray,CR,N,2021-1
Squatina nebulosa,Clouded Angelshark,Shark/Ray,EN,N,2021-1
Styracura schmardae,Atlantic Chupare,Shark/Ray,EN,N,2021-1
